rownum,id,author,author-aux,author-orcid,booktitle,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,key,mdate,month,note,note-type,number,pages,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,chair,conference_keywords,conference_type,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,proceedings_keywords
729,227443,Ayan Acharya|Eduardo R. Hruschka|Joydeep Ghosh|Sreangsu Acharyya,,,ICML Unsupervised and Transfer Learning,,,,conf/icml/2011utl,,,http://proceedings.mlr.press/v27/acharya12a.html,oa,,journals/jmlr/AcharyaHGA12,2019-05-29,,,,,123-132,,,,Transfer Learning with Cluster Ensembles.,,,db/journals/jmlr/jmlrp27.html#AcharyaHGA12,,2012,Prasanna Mithra|David M. Shaw,Hirotaka Hachiya|Nathan Nan Liu|Jinwoo Shin,Machine learning|High-performance computing|Human-computer interaction,Regular,Nathan Nan Liu,Cybersecurity|Computer graphics|Computational complexity,reject,Dolore sit etincidunt labore etincidunt consectetur quiquia.,accept,Sed etincidunt voluptatem labore.,Full Paper,High-performance computing|Robotics|Computer networks|Information theory
730,227453,Rengül Çetin-Atalay|Volkan Atalay|Zerrin Isik,,,MLSB,,,,conf/mlsb/2009,,,http://proceedings.mlr.press/v8/isik10a.html,oa,,journals/jmlr/IsikAC10,2019-05-29,,,,,44-54,,,,Evaluation of Signaling Cascades Based on the Weights from Microarray and ChIP-seq Data.,,,db/journals/jmlr/jmlrp8.html#IsikAC10,,2010,Guangyuan Hu|Todd Abraham,Arnon Rosenthal|Tommaso Rizzo|Amit P. Sheth|Prem Melville,Computer vision|Big data|Cybersecurity|High-performance computing|Deep learning,Expert Group,Prem Melville,Algorithm analysis|Computer graphics,reject,Sit tempora tempora sit voluptatem dolorem.,accept,Consectetur aliquam etincidunt dolorem velit neque ipsum porro.,Short Paper,Deep learning|Robotics|Computational complexity|Computer graphics|Cryptography
731,227461,Deepak Agarwal,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/agarwal11a/agarwal11a.pdf,oa,,journals/jmlr/Agarwal11,2019-05-29,,,,,49-50,,,,"Discussion of ""Learning Scale Free Networks by Reweighted L1 regularization"".",,,db/journals/jmlr/jmlrp15.html#Agarwal11,,2011,Yue Liang Zheng|Weishu Liu 0001,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Natural language processing,reject,Non dolore dolor voluptatem.,accept,Voluptatem quisquam dolorem sed neque.,Demo Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
732,227462,John C. Duchi,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/duchi12/duchi12.pdf,oa,,journals/jmlr/Duchi12,2019-05-29,,,,,11.25-11.27,,,,"Commentary on ""Toward a Noncommutative Arithmetic-geometric Mean Inequality: Conjectures, Case-studies, and Consequences"".",,,db/journals/jmlr/jmlrp23.html#Duchi12,,2012,Anderson Rocha 0001|Ana Marusic,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Zsolt Minier,Computational complexity|Cloud computing,reject,Ipsum dolorem consectetur eius quisquam modi quisquam.,accept,Neque dolor est sit amet neque aliquam.,Short Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
733,227465,Vincent Conitzer,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/conitzer11a/conitzer11a.pdf,oa,,journals/jmlr/Conitzer11,2019-05-29,,,,,72-73,,,,"Discussion of ""A conditional game for comparing approximations"".",,,db/journals/jmlr/jmlrp15.html#Conitzer11,,2011,Monica Sweet|Yuhan Yang,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Machine learning|Robotics,accept,Non sed est ipsum quaerat.,reject,Numquam quaerat quiquia quisquam consectetur sed.,Demo Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
734,227467,Chia-Hsuan Wang|Chih-Jen Lin|Cho-Jui Hsieh|Chun-Sung Ferng|Hsiang-Fu Yu|Hsuan-Tien Lin|Hung-Che Lai|Hung-Yi Lo|Kai-Wei Chang|Ken-Yi Lin|Shang-Tse Chen|Shou-De Lin|Tsung-Hsien Chiang|Tsung-Ting Kuo|Yi-Kuang Ko,,,KDD Cup,,,,conf/kdd/2009kddcup,,,http://proceedings.mlr.press/v7/lo09.html,oa,,journals/jmlr/LoCCCFHKKLLWYLLL09,2019-05-29,,,,,57-64,,,,"An Ensemble of Three Classifiers for KDD Cup 2009: Expanded Linear Model, Heterogeneous Boosting, and Selective Naive Bayes.",,,db/journals/jmlr/jmlrp7.html#LoCCCFHKKLLWYLLL09,,2009,Sean Valles|Kathinka Evers,David Duvenaud|M. Böhm|Leen B. Fino|François Savard,High-performance computing|Quantum computing|Big data|Machine learning,Symposium,David Duvenaud,Quantum computing,reject,Amet ut dolorem dolorem quaerat.,reject,Sed dolorem est dolorem velit etincidunt.,Demo Paper,Computer vision|Computer graphics|Distributed computing|Computational complexity|Big data
735,227483,Abhishek Jaiantilal|Gregory Z. Grudic,,,FSDM,,,,conf/pakdd/2010fsdm,,,http://proceedings.mlr.press/v10/jaiantilal10a.html,oa,,journals/jmlr/JaiantilalG10,2019-05-29,,,,,86-96,,,,Increasing Feature Selection Accuracy for L1 Regularized Linear Models.,,,db/journals/jmlr/jmlrp10.html#JaiantilalG10,,2010,C. Ould Ahmed Salem|Aamir Raoof Memon,René von Schomberg|Danielle Tapin|Rolf Mayer|Mark Rudelson|Rustam Mubarakzjanov,Information theory|Big data|Artificial intelligence|Quantum computing|Algorithm analysis,Workshop,Rustam Mubarakzjanov,Data mining,reject,Porro quisquam velit voluptatem tempora quisquam quisquam.,reject,Velit sit sit numquam.,Short Paper,Algorithm analysis|Robotics|Computer vision|Human-computer interaction|Distributed computing
736,227490,Christian Daniel|Gerhard Neumann|Jan Peters 0001,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/daniel12.html,oa,,journals/jmlr/DanielNP12,2019-05-29,,,,,273-281,,,,Hierarchical Relative Entropy Policy Search.,,,db/journals/jmlr/jmlrp22.html#DanielNP12,,2012,Bram Vanderborght|Sigrid Sterckx,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Cryptography|Cloud computing,accept,Numquam dolore dolore tempora dolorem dolor dolore.,reject,Adipisci quiquia quiquia porro sit quiquia modi ut.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
737,227494,Cameron E. Freer|Daniel M. Roy 0001,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/freer10a.html,oa,,journals/jmlr/FreerR10,2019-05-29,,,,,233-240,,,,Posterior distributions are computable from predictive distributions.,,,db/journals/jmlr/jmlrp9.html#FreerR10,,2010,Stefan Bayerl|Tatiana Corejova,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Quantum computing|Computational complexity,accept,Dolorem tempora porro velit labore quiquia aliquam voluptatem.,reject,Est porro tempora aliquam.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
738,227498,Ji Won Yoon|K. Hun Mok|Simon P. Wilson 0001,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/yoon10a.html,oa,,journals/jmlr/YoonWM10,2019-05-29,,,,,940-947,,,,A highly efficient blocked Gibbs sampler reconstruction of multidimensional NMR spectra.,,,db/journals/jmlr/jmlrp9.html#YoonWM10,,2010,Mehdi Dadkhah|Angela Fortunato,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Data mining|Quantum computing,reject,Velit ut eius tempora.,reject,Modi dolorem velit quiquia est.,Short Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
739,227500,Andrea Vattani|Matus Telgarsky,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/telgarsky10a.html,oa,,journals/jmlr/TelgarskyV10,2019-05-29,,,,,820-827,,,,Hartigan's Method: k-means Clustering without Voronoi.,,,db/journals/jmlr/jmlrp9.html#TelgarskyV10,,2010,Johannes K. Lehnert|Wandi Bruine de Bruin,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Human-computer interaction,accept,Modi sit ut non ipsum adipisci.,accept,Labore labore magnam dolore voluptatem voluptatem non.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
740,227502,Daniel Stöckel|Francesca Incardona|Jasmina Bogojeska|Maurizio Zazzi|Michal Rosen-Zvi|Rolf Kaiser|Thomas Lengauer,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/bogojeska12.html,oa,,journals/jmlr/BogojeskaSZKIRL12,2019-05-29,,,,,118-126,,,,History-alignment models for bias-aware prediction of virological response to HIV combination therapy.,,,db/journals/jmlr/jmlrp22.html#BogojeskaSZKIRL12,,2012,R. Zieschank|Cesare A. Galtieri,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Artificial intelligence|Deep learning,reject,Etincidunt dolor non voluptatem porro.,reject,Eius numquam tempora neque neque quisquam.,Full Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
741,227503,Jörg Lücke|Marc Henniges,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/lucke12.html,oa,,journals/jmlr/LuckeH12,2019-05-29,,,,,731-740,,,,Closed-Form Entropy Limits - A Tool to Monitor Likelihood Optimization of Probabilistic Generative Models.,,,db/journals/jmlr/jmlrp22.html#LuckeH12,,2012,Alexander Hevelke|Melody Royster,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Computer graphics|Robotics,accept,Velit tempora numquam quaerat.,reject,Labore dolor sed adipisci ipsum ipsum est eius.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
742,227505,Fabian Moerchen|Kai Zhang 0001|Liang Lan|Zhuang Wang,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/zhang12d.html,oa,,journals/jmlr/ZhangLWM12,2019-05-29,,,,,1425-1434,,,,Scaling up Kernel SVM on Limited Resources: A Low-rank Linearization Approach.,,,db/journals/jmlr/jmlrp22.html#ZhangLWM12,,2012,Charles E. Harris|Benedicte Wilson,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Computational complexity|Machine learning,reject,Sit adipisci quiquia quiquia porro aliquam.,reject,Tempora velit ipsum tempora.,Full Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
743,227506,Jimmy Olsson|Jonas Ströjby,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/olsson10a.html,oa,,journals/jmlr/OlssonS10,2019-05-29,,,,,573-580,,,,Approximation of hidden Markov models by mixtures of experts with application to particle filtering.,,,db/journals/jmlr/jmlrp9.html#OlssonS10,,2010,Michael L. Brodie|Hadjar Toumi,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Cybersecurity,accept,Eius neque voluptatem modi eius est voluptatem eius.,reject,Sed tempora etincidunt aliquam.,Short Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
744,227511,Barnabás Póczos|Jeff G. Schneider,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/poczos11a/poczos11a.pdf,oa,,journals/jmlr/PoczosS11,2019-05-29,,,,,609-617,,,,On the Estimation of alpha-Divergences.,,,db/journals/jmlr/jmlrp15.html#PoczosS11,,2011,Karel Oliva|Siti Nurani Mohd Nor,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Algorithm analysis,accept,Numquam magnam eius sed adipisci dolorem aliquam.,accept,Consectetur quaerat amet non consectetur.,Short Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
745,227520,Hirokazu Kameyama|Jun'ichi Takeuchi|Masanori Kawakita|Ryota Izumi|Tetsuya Takamori|Yi Hu,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/kawakita11/kawakita11.pdf,oa,,journals/jmlr/KawakitaITHTK11,2019-05-29,,,,,335-349,,,,Acceleration technique for boosting classification and its application to face detection.,,,db/journals/jmlr/jmlrp20.html#KawakitaITHTK11,,2011,Christopher B. Freelance|Hendrik F. Machiel Van der Loos,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Distributed computing,reject,Quaerat labore voluptatem est non porro non numquam.,reject,Sed non modi adipisci.,Short Paper,Distributed computing|Data mining|Algorithm analysis
746,227527,Dong Wang|Hang Li|Huxiang Gu|Jun Zhao 0001|Kang Liu 0001|Liang Xiang|Liheng Xu|Rui Diao|Shiming Xiang|Siwei Lai|Yang Liu 0021,,,KDD Cup,,,,conf/kdd/2011kddcup,,,http://proceedings.mlr.press/v18/lai12a.html,oa,,journals/jmlr/LaiLGXLXZDXLW12,2019-05-29,,,,,137-151,,,,Hybrid Recommendation Models for Binary User Preference Prediction Problem.,,,db/journals/jmlr/jmlrp18.html#LaiLGXLXZDXLW12,,2012,Alejandro P. Buchmann|Ben A. Minteer,David Duvenaud|M. Böhm|Leen B. Fino|François Savard,High-performance computing|Quantum computing|Big data|Machine learning,Symposium,François Savard,Cybersecurity,reject,Aliquam eius adipisci velit eius porro magnam.,accept,Ut sit est eius ut quisquam.,Demo Paper,Cloud computing|Cryptography|Quantum computing|Deep learning|Robotics
747,227528,Jin Yu|Nicol N. Schraudolph|Simon Günter,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/schraudolph07a.html,oa,,journals/jmlr/SchraudolphYG07,2019-05-29,,,,,436-443,,,,A Stochastic Quasi-Newton Method for Online Convex Optimization.,,,db/journals/jmlr/jmlrp2.html#SchraudolphYG07,,2007,Helmut Seidl|Matthew J. Drake,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Big data|Computer networks|Computer graphics,accept,Numquam dolorem ut voluptatem non modi ipsum.,reject,Sit quaerat magnam quisquam est.,Full Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
748,227529,Dean P. Foster|John Blitzer|Sham M. Kakade,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/blitzer11a/blitzer11a.pdf,oa,,journals/jmlr/BlitzerKF11,2019-07-23,,,,,173-181,,,,Domain Adaptation with Coupled Subspaces.,,,db/journals/jmlr/jmlrp15.html#BlitzerKF11,,2011,Markus Holzer 0001|Patrick L. Taylor,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Computer vision|Computational complexity,accept,Velit modi ut ipsum eius.,reject,Numquam sed tempora adipisci.,Full Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
749,227531,Jiawei Han 0001|Ming Ji,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/ji12.html,oa,,journals/jmlr/JiH12,2019-05-29,,,,,556-564,,,,A Variance Minimization Criterion to Active Learning on Graphs.,,,db/journals/jmlr/jmlrp22.html#JiH12,,2012,Arif Sari|El-Sayed M. E. Mostafa,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Information theory|Cloud computing,accept,Non etincidunt neque quisquam non.,reject,Adipisci dolor dolorem quiquia aliquam quisquam.,Poster,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
750,227537,Nathan Srebro|Shie Mannor,,,COLT,,,,conf/colt/2012,,,http://proceedings.mlr.press/v23/mannor12/mannor12.pdf,oa,,journals/jmlr/MannorS12,2019-05-29,,,,,1.1-1.2,,,,Preface.,,,db/journals/jmlr/jmlrp23.html#MannorS12,,2012,Christopher B. Freelance|Christian Fecht,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Jean-Yves Audibert,Computer graphics|High-performance computing|Robotics,accept,Tempora modi adipisci quisquam non.,accept,Porro etincidunt quisquam neque velit sed.,Full Paper,Information theory|Cloud computing|Cybersecurity|Cryptography|Artificial intelligence
751,227557,Ben Taskar|Daniel D. Lee|Shenghuo Zhu|Yuanqing Lin,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/lin09a.html,oa,,journals/jmlr/LinZLT09,2019-05-29,,,,,360-367,,,,Learning Sparse Markov Network Structure via Ensemble-of-Trees Models.,,,db/journals/jmlr/jmlrp5.html#LinZLT09,,2009,Nancy M. Davidian|Sven Ove Hansson,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Quantum computing|Computational complexity|Computer networks,reject,Eius consectetur dolorem neque quaerat quisquam sed quisquam.,accept,Dolor sit quiquia est.,Full Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
752,227558,David B. Dunson|Lauren Hannah|Lawrence Carin|Mingyuan Zhou,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/zhou12c.html,oa,,journals/jmlr/ZhouHDC12,2019-05-29,,,,,1462-1471,,,,Beta-Negative Binomial Process and Poisson Factor Analysis.,,,db/journals/jmlr/jmlrp22.html#ZhouHDC12,,2012,Richard Rödler|Alan H. McGowan,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Information theory|Computational complexity|Robotics,reject,Dolore velit porro tempora quisquam ut.,reject,Modi magnam amet voluptatem.,Poster,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
753,227567,Nic Schraudolph,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/schraudolph10a.html,oa,,journals/jmlr/Schraudolph10,2019-05-29,,,,,717-724,,,,Polynomial-Time Exact Inference in NP-Hard Binary MRFs via Reweighted Perfect Matching.,,,db/journals/jmlr/jmlrp9.html#Schraudolph10,,2010,Markus Casper|Ileana Di Pomponio,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Computer networks|Cybersecurity,reject,Consectetur voluptatem dolore labore magnam.,reject,Velit ut aliquam dolor tempora dolore.,Full Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
754,227569,Albert Bifet|Bernhard Pfahringer|Geoff Holmes 0001|Hardy Kremer|Philipp Kranen|Thomas Seidl 0001|Timm Jansen,,,WAPA,,,,conf/wapa/2010,,,http://proceedings.mlr.press/v11/bifet10a.html,oa,,journals/jmlr/BifetHPKKJS10,2020-03-19,,,,,44-50,,,,"MOA: Massive Online Analysis, a Framework for Stream Classification and Clustering.",,,db/journals/jmlr/jmlrp11.html#BifetHPKKJS10,,2010,Gert Smolka|Günther Heinemann,Ryan Rifkin|Cléo Zanella Billa|Dimitri Efrosinin|Yair Weiss|Lawrence Carin,Computer networks|Cybersecurity|Cloud computing|Big data|Computer graphics,Workshop,Cléo Zanella Billa,High-performance computing,accept,Velit sed amet sit modi quisquam.,accept,Quisquam quaerat est ut ut tempora.,Poster,Robotics|Computer vision|Artificial intelligence
