rownum,id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,editors,journal_keywords,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,volume_keywords
770,28875,Rafal Wodzisz,,0000-0001-5810-058X,,,,,,,,,https://doi.org/10.1007/s11948-014-9612-2|https://www.wikidata.org/entity/Q39094466,,,Sci. Eng. Ethics,journals/see/Wodzisz15,2020-10-26,,,,,6.0,1413-1433,,,,,,Case Study of R-1234yf Refrigerant: Implications for the Framework for Responsible Innovation.,,,db/journals/see/see21.html#Wodzisz15,Sci. Eng. Ethics 21,2015,Oliver Gutjahr|Jack Stilgoe,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Big data|Quantum computing|Machine learning,accept,Quiquia dolorem numquam quaerat.,reject,Amet labore labore sed.,Short Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
771,28876,Annibale Biggeri|Mariachiara Tallacchini,,,,,,,,,,,https://doi.org/10.1007/s11948-015-9686-5|https://www.wikidata.org/entity/Q40345176,,,Sci. Eng. Ethics,journals/see/BiggeriT18,2020-07-09,,,,,3.0,871-885,,,,,,"Information and Communication Technologies, Genes, and Peer-Production of Knowledge to Empower Citizens' Health.",,,db/journals/see/see24.html#BiggeriT18,Sci. Eng. Ethics 24,2018,Behnam Taebi|Donald Lien,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Machine learning|Distributed computing|Quantum computing|Big data|Computational complexity,reject,Magnam voluptatem numquam voluptatem sit eius adipisci.,accept,Consectetur adipisci quisquam dolorem.,Short Paper,Artificial intelligence|Cloud computing|Human-computer interaction|Robotics
772,28877,David B. Resnik|Zubin Master,,0000-0002-3462-4546,,,,,,,,,https://doi.org/10.1007/s11948-011-9327-6|https://www.wikidata.org/entity/Q37638046,,,Sci. Eng. Ethics,journals/see/MasterR13,2020-07-09,,,,,2.0,321-335,,,,,,Hype and Public Trust in Science.,,,db/journals/see/see19.html#MasterR13,Sci. Eng. Ethics 19,2013,Yuan-Hsuan Lee 0001|Jürgen Manowsky,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Robotics|Quantum computing|High-performance computing|Deep learning,reject,Numquam adipisci sed consectetur tempora neque.,accept,Dolorem numquam dolor etincidunt sed quiquia.,Short Paper,Computer networks|Algorithm analysis|Computer vision|Information theory
773,28878,Bridget M. Noonan|Debra Parrish,,,,,,,,,,,https://doi.org/10.1007/s11948-008-9108-z|https://www.wikidata.org/entity/Q53376383,,,Sci. Eng. Ethics,journals/see/ParrishN09,2020-07-09,,,,,2.0,161-167,,,,,,Image Manipulation as Research Misconduct.,,,db/journals/see/see15.html#ParrishN09,Sci. Eng. Ethics 15,2009,Jaime A. Teixeira da Silva|Anat Elhalal,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Cloud computing|Robotics|Computational complexity,accept,Labore ipsum velit amet.,accept,Porro voluptatem labore labore voluptatem etincidunt tempora.,Short Paper,Cybersecurity|Algorithm analysis|Machine learning|Computational complexity
774,28879,James A. E. Macpherson,,,,,,,,,,,https://doi.org/10.1007/s11948-008-9058-5|https://www.wikidata.org/entity/Q80973824,,,Sci. Eng. Ethics,journals/see/Macpherson08,2020-07-09,,,,,3.0,377-390,,,,,,"Safety, Risk Acceptability, and Morality.",,,db/journals/see/see14.html#Macpherson08,Sci. Eng. Ethics 14,2008,Elisabeth Breidt|Zubin Master,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Algorithm analysis|Robotics|Information theory|Data mining|Machine learning,reject,Dolor ut etincidunt porro ipsum numquam sed labore.,accept,Labore porro sed sit non.,Short Paper,Big data|Machine learning|Human-computer interaction|Deep learning
775,28880,Bernice Simone Elger|Marc Folcher|Marcello Ienca|Raheleh Heidari Feidt,,0000-0002-3544-0554|0000-0002-4249-7399,,,,,,,,,https://doi.org/10.1007/s11948-018-0019-3|https://www.wikidata.org/entity/Q48170479,oa,,Sci. Eng. Ethics,journals/see/FeidtIEF19a,2022-12-07,,,,,1.0,53,,,,,,Correction to: Synthetic Biology and the Translational Imperative.,,,db/journals/see/see25.html#FeidtIEF19a,Sci. Eng. Ethics 25,2019,Elaine E. Englehardt|Rainer Helmig,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Distributed computing|Computational complexity|Data mining|Cryptography|Big data,accept,Etincidunt dolore porro amet est adipisci.,accept,Dolorem quisquam dolore non modi neque numquam.,Full Paper,Computer vision|Computer graphics|High-performance computing|Big data
776,28881,Paul B. Thompson,,0000-0003-0555-9914,,,,,,,,,https://doi.org/10.1007/s11948-008-9094-1|https://www.wikidata.org/entity/Q30372855,,,Sci. Eng. Ethics,journals/see/Thompson08,2020-07-09,,,,,4.0,527-544,,,,,,Agrarian Philosophy and Ecological Ethics.,,,db/journals/see/see14.html#Thompson08,Sci. Eng. Ethics 14,2008,Lisa A. Thompson|Irving L. Traiger,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Big data|Computational complexity|Distributed computing|Natural language processing,accept,Voluptatem quaerat ut tempora.,accept,Numquam numquam dolor quisquam eius eius.,Short Paper,Big data|Machine learning|Human-computer interaction|Deep learning
777,28882,Margaret C. Thompson,,0000-0001-5435-8989,,,,,,,,,https://doi.org/10.1007/s11948-018-0061-1|https://www.wikidata.org/entity/Q95596451,,,Sci. Eng. Ethics,journals/see/Thompson19,2020-07-09,,,,,4.0,1217-1233,,,,,,Critiquing the Concept of BCI Illiteracy.,,,db/journals/see/see25.html#Thompson19,Sci. Eng. Ethics 25,2019,Conrad Heilmann|Hannes Frey,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Cybersecurity|Computer vision|Human-computer interaction|Big data|Distributed computing,reject,Dolore labore est voluptatem eius velit neque.,accept,Dolore numquam quiquia sed.,Short Paper,Computer vision|Computer graphics|High-performance computing|Big data
778,28883,Frederik Voetmann Christiansen|Mikkel Willum Johansen,,0000-0002-6743-9881|0000-0003-0454-2678,,,,,,,,,https://doi.org/10.1007/s11948-020-00206-4|https://www.wikidata.org/entity/Q90288084,,,Sci. Eng. Ethics,journals/see/JohansenC20,2020-09-05,,,,,2.0,1107-1128,,,,,,Handling Anomalous Data in the Lab: Students' Perspectives on Deleting and Discarding.,,,db/journals/see/see26.html#JohansenC20,Sci. Eng. Ethics 26,2020,Nishakanthi Gopalan|Emily A. Ronning,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Cryptography|Artificial intelligence|Natural language processing,accept,Sit tempora etincidunt quisquam.,accept,Sed velit aliquam neque ut non porro sed.,Demo Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
779,28884,Alejandra Boni|Carola Calabuig|José Javier Sastre,,0000-0003-3290-1551|0000-0003-3945-4336,,,,,,,,,https://doi.org/10.1007/s11948-015-9728-z|https://www.wikidata.org/entity/Q38560979,,,Sci. Eng. Ethics,journals/see/BoniSC19,2020-10-26,,,,,6.0,1799-1815,,,,,,Educating Engineers for the Public Good Through International Internships: Evidence from a Case Study at Universitat Politècnica de València.,,,db/journals/see/see25.html#BoniSC19,Sci. Eng. Ethics 25,2019,Bernice S. Elger|Jeff Collmann,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Cybersecurity|Distributed computing|Quantum computing|Cryptography,reject,Quaerat sed porro est adipisci.,reject,Voluptatem adipisci consectetur ipsum ipsum est.,Full Paper,Computer vision|Computer graphics|High-performance computing|Big data
780,28885,Neelke Doorn,,0000-0002-1090-579X,,,,,,,,,https://doi.org/10.1007/s11948-015-9627-3|https://www.wikidata.org/entity/Q30382989,oa,,Sci. Eng. Ethics,journals/see/Doorn16,2020-07-09,,,,,3.0,755-774,,,,,,Governance Experiments in Water Management: From Interests to Building Blocks.,,,db/journals/see/see22.html#Doorn16,Sci. Eng. Ethics 22,2016,Daan Schuurbiers|Petra Steffens,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Computational complexity|Information theory|Big data|Distributed computing|Machine learning,reject,Porro porro non eius adipisci sit est dolorem.,accept,Consectetur velit labore ipsum est non aliquam.,Demo Paper,Computer networks|Computer vision|Artificial intelligence
781,28886,Scott D. Gelfand,,0000-0001-6790-3886,,,,,,,,,https://doi.org/10.1007/s11948-015-9721-6|https://www.wikidata.org/entity/Q38943289,,,Sci. Eng. Ethics,journals/see/Gelfand16,2020-07-09,,,,,5.0,1513-1534,,,,,,Using Insights from Applied Moral Psychology to Promote Ethical Behavior Among Engineering Students and Professional Engineers.,,,db/journals/see/see22.html#Gelfand16,Sci. Eng. Ethics 22,2016,Lise Degn|Mark D. Layson,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Quantum computing|Robotics|Deep learning|Machine learning|Cryptography,accept,Velit aliquam modi quisquam etincidunt dolorem magnam.,accept,Modi labore dolore dolor numquam quaerat.,Full Paper,Computer networks|Computer vision|Artificial intelligence
782,28887,Jenny Krutzinna|Luciano Floridi|Mariarosaria Taddeo,,0000-0002-1181-649X|0000-0002-5444-2280|0000-0002-7949-5020,,,,,,,,,https://doi.org/10.1007/s11948-018-0067-8|https://www.wikidata.org/entity/Q57794583,,,Sci. Eng. Ethics,journals/see/KrutzinnaTF19,2020-07-09,,,,,5.0,1357-1387,,,,,,Enabling Posthumous Medical Data Donation: An Appeal for the Ethical Utilisation of Personal Health Data.,,,db/journals/see/see25.html#KrutzinnaTF19,Sci. Eng. Ethics 25,2019,Karl-Hans Bläsius|Somsri Wiwanitkit,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Computer vision|Computational complexity|Deep learning|Algorithm analysis,reject,Quisquam etincidunt magnam sit ipsum dolorem.,accept,Est dolorem amet aliquam adipisci.,Demo Paper,Computer vision|Computer graphics|High-performance computing|Big data
783,28888,Robert Frodeman,,0000-0002-3610-3840,,,,,,,,,https://doi.org/10.1007/s11948-008-9100-7|https://www.wikidata.org/entity/Q30372853,,,Sci. Eng. Ethics,journals/see/Frodeman08,2020-07-09,,,,,4.0,597-610,,,,,,"Redefining Ecological Ethics: Science, Policy, and Philosophy at Cape Horn.",,,db/journals/see/see14.html#Frodeman08,Sci. Eng. Ethics 14,2008,Patricia Osseweijer|Kevin T. FitzGerald,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Data mining|Human-computer interaction|Deep learning|Computational complexity|Cryptography,accept,Aliquam dolorem quaerat amet.,accept,Sed magnam porro est dolor.,Demo Paper,Big data|Machine learning|Human-computer interaction|Deep learning
784,28889,Aceil Al-Khatib|Jaime A. Teixeira da Silva,,,,,,,,,,,https://doi.org/10.1007/s11948-016-9821-y|https://www.wikidata.org/entity/Q39023208,,,Sci. Eng. Ethics,journals/see/SilvaA17,2020-07-09,,,,,6.0,1801-1804,,,,,,"How are Editors Selected, Recruited and Approved?",,,db/journals/see/see23.html#SilvaA17,Sci. Eng. Ethics 23,2017,Javier Malagón|Michael Ruvimovich Davidson,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Human-computer interaction|Robotics|Artificial intelligence|Deep learning|Quantum computing,reject,Dolore ipsum amet velit adipisci.,reject,Tempora adipisci voluptatem sit velit.,Short Paper,Computer networks|Data mining|Cybersecurity
785,28890,John E. Dahlberg|Nancy M. Davidian,,,,,,,,,,,https://doi.org/10.1007/s11948-010-9208-4|https://www.wikidata.org/entity/Q37762998,,,Sci. Eng. Ethics,journals/see/DahlbergD10,2020-07-09,,,,,4.0,713-735,,,,,,Scientific Forensics: How the Office of Research Integrity can Assist Institutional Investigations of Research Misconduct During Oversight Review.,,,db/journals/see/see16.html#DahlbergD10,Sci. Eng. Ethics 16,2010,Ingo Raasch|Henri-Corto Stoeklé,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Big data|Computer graphics|Cybersecurity|Computer networks|High-performance computing,reject,Magnam neque sit quaerat quaerat quisquam.,accept,Modi modi etincidunt dolore magnam quisquam modi.,Short Paper,Data mining|Distributed computing|Machine learning|Information theory
786,28891,Daniel Pallarés-Domínguez|Emilio Delgado López-Cózar|Ramón A. Feenstra,,0000-0002-4775-8762|0000-0002-6510-8448|0000-0002-8184-551X,,,,,,,,,https://doi.org/10.1007/s11948-021-00309-6,,,Sci. Eng. Ethics,journals/see/FeenstraLP21a,2021-07-29,,,,,3.0,33,,,,,,Correction to: Research Misconduct in the Fields of Ethics and Philosophy: Researchers' Perceptions in Spain.,,,db/journals/see/see27.html#FeenstraLP21a,Sci. Eng. Ethics 27,2021,Aaron Pratt Shepherd|Tyler J. Mulhearn,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Cloud computing|Big data|Machine learning|Robotics|Algorithm analysis,reject,Eius numquam labore dolorem quaerat.,accept,Neque ut aliquam dolor quisquam dolore voluptatem.,Demo Paper,Cryptography|Distributed computing|Big data
787,28892,Chao Zuo|Haiyan Wang|Junwen Zhu|Weishu Liu 0001,,0000-0001-8780-6709,,,,,,,,,https://doi.org/10.1007/s11948-017-0016-y|https://www.wikidata.org/entity/Q48201761,,,Sci. Eng. Ethics,journals/see/LiuZZW19,2020-07-09,,,,,2.0,647-649,,,,,,Is it Suitable for a Journal to Bid for Publishing a Review That is Likely to be Highly Cited?,,,db/journals/see/see25.html#LiuZZW19,Sci. Eng. Ethics 25,2019,Lisa M. Rasmussen|Yang Liu,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Artificial intelligence|Data mining|Computer vision,reject,Dolor est porro dolore neque tempora dolorem.,accept,Tempora sit magnam dolore dolore.,Demo Paper,Computer vision|Computer graphics|High-performance computing|Big data
788,28893,Kewal Krishan|Neha Baryah|Richa Mukhra|Tanuj Kanchan,,0000-0001-5321-0958|0000-0001-6221-001X|0000-0003-0346-1075|0000-0003-2996-7461,,,,,,,,,https://doi.org/10.1007/s11948-016-9822-x|https://www.wikidata.org/entity/Q43717828,,,Sci. Eng. Ethics,journals/see/KrishanKBM17,2020-07-09,,,,,4.0,1243-1246,,,,,,Plagiarism in Student Research: Responsibility of the Supervisors and Suggestions to Ensure Plagiarism Free Research.,,,db/journals/see/see23.html#KrishanKBM17,Sci. Eng. Ethics 23,2017,Bernice Elger|Stefan J. Schierholz,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Gregor Erbach,Machine learning|Cybersecurity|Human-computer interaction|Algorithm analysis|Computer vision,accept,Numquam eius ipsum neque non ut neque magnam.,reject,Quisquam quaerat ipsum est eius modi.,Short Paper,Computer networks|Data mining|Cybersecurity
789,28894,Louise Bezuidenhout,,0000-0003-4328-3963,,,,,,,,,https://doi.org/10.1007/s11948-014-9618-9|https://www.wikidata.org/entity/Q30487507,,,Sci. Eng. Ethics,journals/see/Bezuidenhout15a,2020-07-09,,,,,6.0,1509-1523,,,,,,Variations in Scientific Data Production: What Can We Learn from #Overlyhonestmethods?,,,db/journals/see/see21.html#Bezuidenhout15a,Sci. Eng. Ethics 21,2015,Christian Hervé|Knut Jørgen Vie,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Natural language processing|Robotics|Computational complexity|Quantum computing|Information theory,reject,Eius ut velit quiquia sed ut velit.,reject,Voluptatem dolorem quisquam dolor amet.,Full Paper,Algorithm analysis|Artificial intelligence|Machine learning|Computational complexity
790,28895,Alex John London|Frauke Hoss,,0000-0002-4477-1558,,,,,,,,,https://doi.org/10.1007/s11948-015-9743-0|https://www.wikidata.org/entity/Q47638680,,,Sci. Eng. Ethics,journals/see/HossL16,2020-07-09,,,,,6.0,1761-1779,,,,,,Assessing the Moral Coherence and Moral Robustness of Social Systems: Proof of Concept for a Graphical Models Approach.,,,db/journals/see/see22.html#HossL16,Sci. Eng. Ethics 22,2016,Thomas Erlebach|Ksenia Gerasimova,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Deep learning|Computational complexity|Artificial intelligence|Algorithm analysis,reject,Aliquam numquam etincidunt numquam voluptatem.,accept,Dolor porro quaerat velit ut.,Short Paper,Computer networks|Computer vision|Artificial intelligence
791,28896,Iñigo de Miguel Beriain,,0000-0002-2650-5280,,,,,,,,,https://doi.org/10.1007/s11948-018-0048-y|https://www.wikidata.org/entity/Q59202660,,,Sci. Eng. Ethics,journals/see/Beriain19,2020-07-09,,,,,4.0,1257-1258,,,,,,Gene Editing and the Slippery Slope Argument: Should We Fix the Enhancement/Therapy Distinction as the Definitive Boundary?,,,db/journals/see/see25.html#Beriain19,Sci. Eng. Ethics 25,2019,Arne Pott|Jörg Heinrich,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Big data|Artificial intelligence|Natural language processing|Cybersecurity,reject,Quisquam magnam numquam voluptatem adipisci dolore est.,accept,Sed voluptatem dolore dolor eius ipsum.,Demo Paper,Computer vision|Computer graphics|High-performance computing|Big data
792,28897,Adèle Paul-Hus|Bryn Williams-Jones|Cassidy R. Sugimoto|David B. Resnik|Elena Diller|Elise Smith|Katie Caudle|Min Shi|Vincent Larivière|Zubin Master,,0000-0001-6771-3919|0000-0002-3462-4546|0000-0002-4615-8204,,,,,,,,,https://doi.org/10.1007/s11948-019-00113-3|https://www.wikidata.org/entity/Q92529740,,,Sci. Eng. Ethics,journals/see/SmithWMLSPSDCR20,2020-10-11,,,,,4.0,1995-2022,,,,,,Researchers' Perceptions of Ethical Authorship Distribution in Collaborative Research Teams.,,,db/journals/see/see26.html#SmithWMLSPSDCR20,Sci. Eng. Ethics 26,2020,Martina Horvat|Arthur Caplan,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Deep learning|Data mining|Computer graphics|Robotics,reject,Labore est porro eius sed.,accept,Magnam est est quiquia dolorem.,Short Paper,High-performance computing|Quantum computing|Computer graphics|Artificial intelligence
793,28898,Marzieh Morovati|Mohammadamin Erfanmanesh,,0000-0002-1843-0012,,,,,,,,,https://doi.org/10.1007/s11948-017-9971-6|https://www.wikidata.org/entity/Q48098350,,,Sci. Eng. Ethics,journals/see/ErfanmaneshM18,2020-07-09,,,,,5.0,1665-1667,,,,,,Interlocking Editorships in Scientific Journals.,,,db/journals/see/see24.html#ErfanmaneshM18,Sci. Eng. Ethics 24,2018,Ellen-Marie Forsberg|Sean Valles,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Dennis M. Gorman,Computer graphics|Algorithm analysis|Cloud computing|Robotics,accept,Quisquam quiquia adipisci velit quiquia dolor.,reject,Sit ut etincidunt labore porro tempora.,Demo Paper,Artificial intelligence|Cloud computing|Human-computer interaction|Robotics
794,28899,Daniela Glavanicová|Matteo Pascucci,,0000-0002-4189-9281|0000-0003-4867-4082,,,,,,,,,https://doi.org/10.1007/s11948-021-00350-5,,,Sci. Eng. Ethics,journals/see/GlavanicovaP21,2021-12-15,,,,,6.0,72,,,,,,Correctness and Completeness of Programming Instructions for Traffic Circulation.,,,db/journals/see/see27.html#GlavanicovaP21,Sci. Eng. Ethics 27,2021,Gary Lee Downey|Cassidy R. Sugimoto,Tajanka Mladenovska|Dennis M. Gorman|Gregor Erbach,Robotics|Data mining|Machine learning,Tajanka Mladenovska,Computer graphics|Cloud computing|Robotics|Information theory,accept,Numquam numquam adipisci adipisci sit labore ut amet.,reject,Velit quiquia neque sit velit.,Full Paper,Cryptography|Distributed computing|Big data
